id,text,transcript,filename,tts_distance
194,just you and i,just you and do an ad,audio_generated/tts2024-03-13--08-38-57/just you and i.wav,8
195,even though the sheep didnt teach me to speak arabic,even though the sheet didnt teach me to speak arabic,audio_generated/tts2024-03-13--08-38-57/even though the sheep didnt teach me to speak arabic.wav,1
196,how should i know,how should i,audio_generated/tts2024-03-13--08-38-57/how should i know.wav,5
197,i thought about the difficulties in translation that might arise,i thought about the difficulties in translation that might arise,audio_generated/tts2024-03-13--08-38-57/i thought about the difficulties in translation that might arise.wav,0
198,it means only that the heart does what it can the alchemist said,it means only that the heart does what it can the alchemist said,audio_generated/tts2024-03-13--08-38-57/it means only that the heart does what it can the alchemist said.wav,0
199,about eleven i walked back to my home in maybury because nothing seemed to be happening,about 11 on walked back to my home in maygard because nothing seemed to be happening,audio_generated/tts2024-03-13--08-38-57/about eleven i walked back to my home in maybury because nothing seemed to be happening.wav,10
200,can i help you asked the man behind the window,can i help you as to the man behind the window,audio_generated/tts2024-03-13--08-38-57/can i help you asked the man behind the window.wav,3
201,ill talk to you tonight,well talk to you tonight,audio_generated/tts2024-03-13--08-38-57/ill talk to you tonight.wav,2
202,the englishman had been profoundly impressed by the story,the englishman had been profoundly impressed by the story,audio_generated/tts2024-03-13--08-38-57/the englishman had been profoundly impressed by the story.wav,0
203,dense clouds of smoke or dust can be seen through a powerful telescope,dense clouds of smoke or dust can be seen through a powerful telescope,audio_generated/tts2024-03-13--08-38-57/dense clouds of smoke or dust can be seen through a powerful telescope.wav,0
204,a missing parrot is called a polygon,a missing parrot is called a polygon,audio_generated/tts2024-03-13--08-38-57/a missing parrot is called a polygon.wav,0
205,the morning post is not obstructing justice or hiding criminals,the morning post is not obstructing justice or hiding criminal,audio_generated/tts2024-03-13--08-38-57/the morning post is not obstructing justice or hiding criminals.wav,1
206,the whole office was struck by a deafening silence,the whole office was struck by a deafening science,audio_generated/tts2024-03-13--08-38-57/the whole office was struck by a deafening silence.wav,2
207,its easy and yet ive never done it before he thought,its easy and yet ive never done it before he thought,audio_generated/tts2024-03-13--08-38-57/its easy and yet ive never done it before he thought.wav,0
208,if you pay attention to the present you can improve upon it,if you pay attention to the present you can improve upon it,audio_generated/tts2024-03-13--08-38-57/if you pay attention to the present you can improve upon it.wav,0
209,in another year maybe i can help,in another year media can help,audio_generated/tts2024-03-13--08-38-57/in another year maybe i can help.wav,5
210,sometimes their caravan met with another,sometimes their caravan met with another gun,audio_generated/tts2024-03-13--08-38-57/sometimes their caravan met with another.wav,4
211,then she filled her vessel with water and left,then she filled her vessel with water and left,audio_generated/tts2024-03-13--08-38-57/then she filled her vessel with water and left.wav,0
212,it was just ripe enough to eat,it was just right enough to eat,audio_generated/tts2024-03-13--08-38-57/it was just ripe enough to eat.wav,3
213,ill work all night until dawn and ill clean every piece of crystal in your shop,will work all night until dawn and ill clean every piece of crystal in your shot,audio_generated/tts2024-03-13--08-38-57/ill work all night until dawn and ill clean every piece of crystal in your shop.wav,2
214,walking along in the silence he had no regrets,walking along in the silence he had no regrets,audio_generated/tts2024-03-13--08-38-57/walking along in the silence he had no regrets.wav,0
215,the boy picked up his pouch and put it with his other things,the boy picked up his patch and put it with his other feet,audio_generated/tts2024-03-13--08-38-57/the boy picked up his pouch and put it with his other things.wav,8
216,im the one that knows,in the one that knows,audio_generated/tts2024-03-13--08-38-57/im the one that knows.wav,1
217,but the boy was quiet,but the boy was quietles,audio_generated/tts2024-03-13--08-38-57/but the boy was quiet.wav,3
218,the war is going to end someday the girl said,the war is going to end some day to grow cells,audio_generated/tts2024-03-13--08-38-57/the war is going to end someday the girl said.wav,11
219,i dont think i follow you,i dont think i follow you already,audio_generated/tts2024-03-13--08-38-57/i dont think i follow you.wav,8
220,i heard a faint movement under my feet,i heard a faint movement under my feet,audio_generated/tts2024-03-13--08-38-57/i heard a faint movement under my feet.wav,0
221,i have already described the appearance of that colossal bulk which was embedded in the ground,i have already described the appearance of that colossal bulk which was embedded in the grant,audio_generated/tts2024-03-13--08-38-57/i have already described the appearance of that colossal bulk which was embedded in the ground.wav,3
222,the thought was so dreadful to him that he forgot about the heat and went forward,the thought was so dreadful to him that he forgot about the heat and went for a war of word,audio_generated/tts2024-03-13--08-38-57/the thought was so dreadful to him that he forgot about the heat and went forward.wav,10
223,thats true enough the boy thought ruefully,thats true enough the boy thought rufelful,audio_generated/tts2024-03-13--08-38-57/thats true enough the boy thought ruefully.wav,4
224,and maybe it wasnt that they were teaching me but that i was learning from them,and maybe it was that they were teaching me but then i was learning from them,audio_generated/tts2024-03-13--08-38-57/and maybe it wasnt that they were teaching me but that i was learning from them.wav,4
225,the horizon was tinged with red and suddenly the sun appeared,the horizon was tamed with red and suddenly the sun appeared,audio_generated/tts2024-03-13--08-38-57/the horizon was tinged with red and suddenly the sun appeared.wav,3
226,theyre not worth much the englishman answered,theyre not worth much the englishman,audio_generated/tts2024-03-13--08-38-57/theyre not worth much the englishman answered.wav,9
227,well find you a hotel,well find you a hookin,audio_generated/tts2024-03-13--08-38-57/well find you a hotel.wav,4
228,i was wondering if you could tell me a bit more about what its like to live and work there,i was wondering if you could tell me a bit more about what its like to live and work there,audio_generated/tts2024-03-13--08-38-57/i was wondering if you could tell me a bit more about what its like to live and work there.wav,0
229,she decided against it,she decided against it,audio_generated/tts2024-03-13--08-38-57/she decided against it.wav,0
230,i got doctor bills to pay,i got doctor bills to pipe,audio_generated/tts2024-03-13--08-38-57/i got doctor bills to pay.wav,3
